asset_id,path,filename,catalog_category,catalog_subcategory,width,height,alpha_bbox_width,alpha_bbox_height,transparent_pixel_percentage,candidate_pools,file_exists,reason_included
pvg_tileset_atlas_building22_3_b3cae3a1,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building22_3.png,Building22_3.png,TILESET_ATLAS,atlas_or_large_sheet,1697,1338,1686,1328,21.68,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building22_4_f126dc8e,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building22_4.png,Building22_4.png,TILESET_ATLAS,atlas_or_large_sheet,1443,1567,1432,1556,21.92,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building22_5_7d64b918,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building22_5.png,Building22_5.png,TILESET_ATLAS,atlas_or_large_sheet,1994,1701,1988,1694,44.81,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building22_6_acced2f2,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building22_6.png,Building22_6.png,TILESET_ATLAS,atlas_or_large_sheet,1869,1800,1861,1792,45.01,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building22_7_7746017f,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building22_7.png,Building22_7.png,TILESET_ATLAS,atlas_or_large_sheet,1833,1780,1827,1774,44.46,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building22_8_f5ac44c4,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building22_8.png,Building22_8.png,TILESET_ATLAS,atlas_or_large_sheet,2023,1669,2021,1664,46.52,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building23_1_70f309ce,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building23_1.png,Building23_1.png,TILESET_ATLAS,atlas_or_large_sheet,487,598,481,591,33.08,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building23_2_b40084f1,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building23_2.png,Building23_2.png,TILESET_ATLAS,atlas_or_large_sheet,526,667,516,661,40.11,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building23_3_d8842ebd,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building23_3.png,Building23_3.png,TILESET_ATLAS,atlas_or_large_sheet,470,544,460,538,24.98,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building23_4_9c66ac43,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building23_4.png,Building23_4.png,TILESET_ATLAS,atlas_or_large_sheet,513,511,505,500,19.48,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building23_5_5cea5d0b,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building23_5.png,Building23_5.png,TILESET_ATLAS,atlas_or_large_sheet,585,672,575,668,45.52,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building23_6_8ff10fd4,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building23_6.png,Building23_6.png,TILESET_ATLAS,atlas_or_large_sheet,585,586,576,579,38.81,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building23_7_926dd40f,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building23_7.png,Building23_7.png,TILESET_ATLAS,atlas_or_large_sheet,584,653,577,649,44.22,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building23_8_ef8adb0a,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building23_8.png,Building23_8.png,TILESET_ATLAS,atlas_or_large_sheet,579,556,575,551,34.54,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building24_1_39e5c522,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_1.png,Building24_1.png,TILESET_ATLAS,atlas_or_large_sheet,636,717,628,707,37.04,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building24_2_6645fc37,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_2.png,Building24_2.png,TILESET_ATLAS,atlas_or_large_sheet,671,822,661,815,46.11,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building24_3_669e71e6,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_3.png,Building24_3.png,TILESET_ATLAS,atlas_or_large_sheet,625,802,619,796,42.11,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building24_4_6108c826,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_4.png,Building24_4.png,TILESET_ATLAS,atlas_or_large_sheet,662,739,655,730,40.16,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building24_5_4f17b2e5,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_5.png,Building24_5.png,TILESET_ATLAS,atlas_or_large_sheet,548,834,542,827,38.63,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building24_6_0c380343,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_6.png,Building24_6.png,TILESET_ATLAS,atlas_or_large_sheet,724,672,715,666,34.03,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building24_7_ac503358,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_7.png,Building24_7.png,TILESET_ATLAS,atlas_or_large_sheet,712,832,706,825,44.4,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building24_8_1a34b107,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building24_8.png,Building24_8.png,TILESET_ATLAS,atlas_or_large_sheet,553,839,551,833,40.72,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building25_1_0721742e,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building25_1.png,Building25_1.png,TILESET_ATLAS,atlas_or_large_sheet,1607,691,1598,680,16.54,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building25_2_152d8cbe,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building25_2.png,Building25_2.png,TILESET_ATLAS,atlas_or_large_sheet,373,1523,363,1518,29.56,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building25_3_dca57edc,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building25_3.png,Building25_3.png,TILESET_ATLAS,atlas_or_large_sheet,1581,672,1571,662,17.64,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building25_4_7b7f9a28,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building25_4.png,Building25_4.png,TILESET_ATLAS,atlas_or_large_sheet,453,1435,442,1428,30.61,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building25_5_baf00277,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building25_5.png,Building25_5.png,TILESET_ATLAS,atlas_or_large_sheet,1252,1233,1244,1225,51.25,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building25_6_dfc81da3,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building25_6.png,Building25_6.png,TILESET_ATLAS,atlas_or_large_sheet,1194,1194,1185,1186,49.01,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building25_7_50ff3bcb,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building25_7.png,Building25_7.png,TILESET_ATLAS,atlas_or_large_sheet,1164,1308,1157,1301,54.07,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building25_8_539b43c1,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building25_8.png,Building25_8.png,TILESET_ATLAS,atlas_or_large_sheet,1235,1224,1231,1216,53.97,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building26_1_b433bd19,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building26_1.png,Building26_1.png,TILESET_ATLAS,atlas_or_large_sheet,620,648,614,638,21.66,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building26_2_f2ca2a8e,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building26_2.png,Building26_2.png,TILESET_ATLAS,atlas_or_large_sheet,379,802,368,793,25.18,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building26_3_8db5b84c,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building26_3.png,Building26_3.png,TILESET_ATLAS,atlas_or_large_sheet,623,630,614,619,19.72,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building26_4_af33c88d,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building26_4.png,Building26_4.png,TILESET_ATLAS,atlas_or_large_sheet,396,803,385,793,26.88,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building26_5_05a30afd,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building26_5.png,Building26_5.png,TILESET_ATLAS,atlas_or_large_sheet,625,811,621,802,40.61,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building26_6_92e9e9d8,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building26_6.png,Building26_6.png,TILESET_ATLAS,atlas_or_large_sheet,631,807,625,803,41.31,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building26_7_c80326ff,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building26_7.png,Building26_7.png,TILESET_ATLAS,atlas_or_large_sheet,626,805,621,798,40.18,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building26_8_8fe2b63e,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building26_8.png,Building26_8.png,TILESET_ATLAS,atlas_or_large_sheet,632,803,624,797,41.2,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building27_1_17c6b584,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building27_1.png,Building27_1.png,TILESET_ATLAS,atlas_or_large_sheet,1230,389,1219,379,16.49,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building27_2_d24d39e7,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building27_2.png,Building27_2.png,TILESET_ATLAS,atlas_or_large_sheet,333,964,323,953,14.21,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building27_3_2ca3129c,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building27_3.png,Building27_3.png,TILESET_ATLAS,atlas_or_large_sheet,1247,386,1238,376,12.46,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building27_4_000231fc,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building27_4.png,Building27_4.png,TILESET_ATLAS,atlas_or_large_sheet,349,1024,342,1016,15.68,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building27_5_361423c1,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building27_5.png,Building27_5.png,TILESET_ATLAS,atlas_or_large_sheet,1051,809,1044,806,56.88,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building27_6_41da43d2,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building27_6.png,Building27_6.png,TILESET_ATLAS,atlas_or_large_sheet,1023,887,1015,882,60.88,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building27_7_be40fbac,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building27_7.png,Building27_7.png,TILESET_ATLAS,atlas_or_large_sheet,1038,833,1033,827,58.18,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building27_8_1b2abd84,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building27_8.png,Building27_8.png,TILESET_ATLAS,atlas_or_large_sheet,1066,877,1061,873,59.98,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building28_1_d774b692,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building28_1.png,Building28_1.png,TILESET_ATLAS,atlas_or_large_sheet,647,912,640,906,38.39,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building28_2_ecbbf96a,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building28_2.png,Building28_2.png,TILESET_ATLAS,atlas_or_large_sheet,610,1013,599,1006,42.9,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building28_3_ac735652,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building28_3.png,Building28_3.png,TILESET_ATLAS,atlas_or_large_sheet,629,953,620,943,38.8,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building28_4_f8195aab,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building28_4.png,Building28_4.png,TILESET_ATLAS,atlas_or_large_sheet,606,914,599,905,38.73,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building28_5_043a94f3,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building28_5.png,Building28_5.png,TILESET_ATLAS,atlas_or_large_sheet,680,945,671,937,40.76,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building28_6_1c15c768,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building28_6.png,Building28_6.png,TILESET_ATLAS,atlas_or_large_sheet,643,946,635,941,40.82,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building28_7_59a161d8,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building28_7.png,Building28_7.png,TILESET_ATLAS,atlas_or_large_sheet,620,1033,615,1027,43.11,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building28_8_050d2f75,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building28_8.png,Building28_8.png,TILESET_ATLAS,atlas_or_large_sheet,647,881,638,873,34.86,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building29_1_73b95146,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building29_1.png,Building29_1.png,TILESET_ATLAS,atlas_or_large_sheet,1358,1741,1348,1733,31.32,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building29_2_1a8afe36,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building29_2.png,Building29_2.png,TILESET_ATLAS,atlas_or_large_sheet,1196,1568,1181,1558,32.65,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building29_3_2f0c8b2e,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building29_3.png,Building29_3.png,TILESET_ATLAS,atlas_or_large_sheet,1367,1230,1356,1220,25.79,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building29_4_72630194,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building29_4.png,Building29_4.png,TILESET_ATLAS,atlas_or_large_sheet,1334,1634,1323,1624,34.45,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building29_5_9dffb4b0,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building29_5.png,Building29_5.png,TILESET_ATLAS,atlas_or_large_sheet,1475,1830,1468,1820,41.39,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building29_6_215abfa8,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building29_6.png,Building29_6.png,TILESET_ATLAS,atlas_or_large_sheet,1662,1818,1655,1810,47.34,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building29_7_26c600a1,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building29_7.png,Building29_7.png,TILESET_ATLAS,atlas_or_large_sheet,1506,1461,1497,1453,39.28,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building29_8_54050d8e,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building29_8.png,Building29_8.png,TILESET_ATLAS,atlas_or_large_sheet,1637,1565,1630,1557,47.18,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building2_1_3646b169,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building2_1.png,Building2_1.png,TILESET_ATLAS,atlas_or_large_sheet,1062,562,1052,559,25.97,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building2_2_f9c21261,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building2_2.png,Building2_2.png,TILESET_ATLAS,atlas_or_large_sheet,390,880,379,871,19.44,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building2_3_95336c32,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building2_3.png,Building2_3.png,TILESET_ATLAS,atlas_or_large_sheet,1084,460,1076,453,22.48,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
pvg_tileset_atlas_building2_4_4b8e81d4,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/Building2_4.png,Building2_4.png,TILESET_ATLAS,atlas_or_large_sheet,436,1041,432,1034,25.7,"[""A_PRIMARY_ATLAS"", ""C_LARGE_OBJECT_PAINT""]",True,"A_PRIMARY_ATLAS, C_LARGE_OBJECT_PAINT"
