asset_id,path,filename,catalog_category,catalog_subcategory,width,height,alpha_bbox_width,alpha_bbox_height,transparent_pixel_percentage,candidate_pools,file_exists,reason_included
pvg_clutter_small_acunit2_7_351e5a47,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit2_7.png,ACUnit2_7.png,CLUTTER_SMALL,industrial_prop,61,78,57,76,46.15,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit2_8_eb3c3817,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit2_8.png,ACUnit2_8.png,CLUTTER_SMALL,industrial_prop,62,78,58,76,47.11,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit3_1_fb0e0dc3,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit3_1.png,ACUnit3_1.png,CLUTTER_SMALL,industrial_prop,65,47,64,44,18.23,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit3_2_ada12dec,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit3_2.png,ACUnit3_2.png,CLUTTER_SMALL,industrial_prop,27,80,21,78,32.18,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit3_3_cc5012a7,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit3_3.png,ACUnit3_3.png,CLUTTER_SMALL,industrial_prop,65,55,64,53,25.62,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit3_4_5013e2c9,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit3_4.png,ACUnit3_4.png,CLUTTER_SMALL,industrial_prop,24,80,21,79,23.7,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit3_5_bc78d14b,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit3_5.png,ACUnit3_5.png,CLUTTER_SMALL,industrial_prop,62,69,57,68,43.76,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit3_6_de679415,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit3_6.png,ACUnit3_6.png,CLUTTER_SMALL,industrial_prop,63,69,58,68,44.54,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit3_7_acca880d,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit3_7.png,ACUnit3_7.png,CLUTTER_SMALL,industrial_prop,61,78,57,76,46.15,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit3_8_760223d1,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit3_8.png,ACUnit3_8.png,CLUTTER_SMALL,industrial_prop,62,78,58,76,47.11,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit4_1_6b029e69,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit4_1.png,ACUnit4_1.png,CLUTTER_SMALL,industrial_prop,43,47,40,44,25.14,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit4_2_4e51558d,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit4_2.png,ACUnit4_2.png,CLUTTER_SMALL,industrial_prop,24,65,21,62,27.82,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit4_3_7973511f,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit4_3.png,ACUnit4_3.png,CLUTTER_SMALL,industrial_prop,43,56,40,53,33.26,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit4_4_91f90489,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit4_4.png,ACUnit4_4.png,CLUTTER_SMALL,industrial_prop,24,65,21,62,27.76,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit4_5_5a29c1cb,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit4_5.png,ACUnit4_5.png,CLUTTER_SMALL,industrial_prop,44,58,40,56,36.72,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit4_6_75fa71de,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit4_6.png,ACUnit4_6.png,CLUTTER_SMALL,industrial_prop,43,57,40,56,35.05,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit4_7_bc9a086c,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit4_7.png,ACUnit4_7.png,CLUTTER_SMALL,industrial_prop,43,66,40,64,40.8,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_clutter_small_acunit4_8_1409f2e2,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/ACUnit4_8.png,ACUnit4_8.png,CLUTTER_SMALL,industrial_prop,43,66,40,64,39.82,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_neon_sign_adboard1_1_9dbc4910,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/AdBoard1_1.png,AdBoard1_1.png,NEON_SIGN,sign_billboard,40,81,34,76,22.28,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
pvg_neon_sign_adboard1_2_5958554d,res://assets/tilesets/cyber_city_core_tilesets/CyberCity_Core_Tiles_1/CyberCity_Core_Tiles_1/AdBoard1_2.png,AdBoard1_2.png,NEON_SIGN,sign_billboard,10,98,7,96,38.88,"[""C_LARGE_OBJECT_PAINT""]",True,C_LARGE_OBJECT_PAINT
